0
18.89%
11-Dec-20
FDMT
4D Molecular Therapeutics
$23.00 
$45.55 
98.04%
11-Dec-20
DWIN
Delwinds Insurance Acquisition
$10.00 
$9.82 
-1.80%
11-Dec-20
ROCC
Roth CH Acquisition II
$10.00 
$10.05 
0.50%
11-Dec-20
GLAQ
Globis Acquisition
$10.00 
$9.95 
-0.50%
11-Dec-20
MOTV
Motive Capital
$10.00 
$9.98 
-0.20%
11-Dec-20
EDTX
EdtechX Holdings Acquisition II
$10.00 
$9.83 
-1.70%
11-Dec-20
SNRH
Senior Connect Acquisition I
$10.00 
$9.91 
-0.90%
11-Dec-20
GHVI
Gores Holdings VI
$10.00 
$15.78 
57.80%
11-Dec-20
TVAC
Thayer Ventures Acquisition
$10.00 
$9.96 
-0.40%
11-Dec-20
CBAH
CBRE Acquisition
$10.00 
$9.95 
-0.50%
11-Dec-20
VVOS
Vivos Therapeutics
$6.00 
$7.44 
24.00%
11-Dec-20
CERT
Certara
$23.00 
$31.51 
37.00%
10-Dec-20
RMGB
RMG Acquisition II
$10.00 
$10.30 
3.00%
10-Dec-20
HYFM
Hydrofarm
$20.00 
$62.88 
214.40%
10-Dec-20
ABNB
Airbnb
$68.00 
$201.36 
196.12%
10-Dec-20
CTAQ
Carney Technology Acquisition II
$10.00 
$9.84 
-1.60%
10-Dec-20
PCPC
Periphas Capital Partnering
$25.00 
$24.71 
-1.14%
9-Dec-20
NEBC
Nebula Caravel Acquisition
$10.00 
$9.97 
-0.30%
9-Dec-20
DASH
DoorDash
$102.00 
$133.80 
31.18%
9-Dec-20
HMCO
HumanCo Acquisition
$10.00 
$10.33 
3.30%
9-Dec-20
PUBM
PubMatic
$20.00 
$51.04 
155.20%
9-Dec-20
ALTU
Altitude Acquisition
$10.00 
$10.39 
3.90%
9-Dec-20
AI
C3.ai
$42.00 
$80.56 
91.81%
9-Dec-20
FLAC
Frazier Lifesciences Acquisition
$10.00 
$9.92 
-0.80%
8-Dec-20
CND
Concord Acquisition
$10.00 
$9.84 
-1.60%
8-Dec-20
DDMX
DD3 Acquisition II
$10.00 
$9.76 
-2.40%
8-Dec-20
MUDS
Mudrick Capital Acquisition II
$10.00 
$9.87 
-1.30%
8-Dec-20
RAAC
Revolution Acceleration Acquisition
$10.00 
$10.59 
5.90%
4-Dec-20
YQ
17 Education & Technology
$10.50 
$10.23 
-2.57%
4-Dec-20
SBTX
Silverback Therapeutics
$21.00 
$60.41 
187.67%
4-Dec-20
SEER
"Seer, Inc"
$19.00 
$54.72 
188.00%
4-Dec-20
SGTX
Sigilon Therapeutics
$18.00 
$24.64 
36.89%
4-Dec-20
FTCV
FinTech Acquisition V
$10.00 
$12.90 
29.00%
4-Dec-20
PTIC
Proptech Investment II
$10.00 
$9.92 
-0.80%
3-Dec-20
FPAC
Far Peak Acquisition
$10.00 
$9.97 
-0.30%
3-Dec-20
HTPA
Highland Transcend Partners I
$10.00 
$10.00 
0.00%
3-Dec-20
KNTE
Kinnate Biopharma
$20.00 
$37.00 
85.00%
3-Dec-20
LOKB
Live Oak Acquisition II
$10.00 
$10.10 
1.00%
3-Dec-20
DCBO
Docebo
$52.21 
$42.75 
-18.12%
3-Dec-20
SPFR
Jaws Spitfire Acquisition
$10.00 
$10.39 
3.90%
2-Dec-20
RSVA
Rodgers Silicon Valley Acquisition
$10.00 
$15.13 
51.30%
2-Dec-20
TACA
Trepont Acquisition I
$10.00 
$9.98 
-0.20%
2-Dec-20
CAP
Capitol Investment V
$10.00 
$10.20 
2.00%
30-Nov-20
SGAM
Seaport Global Acquisition
$10.00 
$9.87 
-1.30%
25-Nov-20
FRX
Forest Road Acquisition
$10.00 
$10.94 
9.40%
25-Nov-20
SPRQ
Spartan Acquisition II
$10.00 
$10.50 
5.00%
24-Nov-20
HFEN
HF Enterprises
$7.00 
$6.15 
-12.14%
24-Nov-20
OZON
Ozon Holdings
$30.00 
$56.52 
88.40%
24-Nov-20
SV
Spring Valley Acquisition
$10.00 
$10.03 
0.30%
24-Nov-20
VMAR
Vision Marine Technologies
$10.00 
$9.56 
-4.40%
24-Nov-20
GNPK
Genesis Park Acquisition
$10.00 
$9.93 
-0.70%
24-Nov-20
VCVC
10X Capital Venture Acquisition
$10.00 
$10.72 
7.20%
24-Nov-20
TINV
Tiga Acquisition
$10.00 
$10.15 
1.50%
23-Nov-20
BREZ
Breeze Holdings Acquisition
$10.00 
$10.01 
0.10%
20-Nov-20
LSAQ
LifeSci Acquisition II
$10.00 
$10.38 
3.80%
20-Nov-20
ARBG
Aequi Acquisition
$10.00 
$9.93 
-0.70%
20-Nov-20
MRVI
Maravai LifeSciences
$27.00 
$37.48 
38.81%
20-Nov-20
CAS
Cascade Acquisition
$10.00 
$9.90 
-1.00%
20-Nov-20
SHC
Sotera Health
$23.00 
$27.74 
20.61%
20-Nov-20
KWAC
Kingswood Acquisition
$10.00 
$9.97 
-0.30%
20-Nov-20
OCA
Omnichannel Acquisition
$10.00 
$9.90 
-1.00%
19-Nov-20
IIAC
Investindustrial Acquisition
$10.00 
$9.88 
-1.20%
19-Nov-20
NGMS
NeoGames
$17.00 
$39.85 
134.41%
19-Nov-20
LNFA
L&F Acquisition
$10.00 
$9.99 
-0.10%
19-Nov-20
RTPZ
Reinvent Technology Partners Z
$10.00 
$10.39 
3.90%
19-Nov-20
TLS
Telos
$17.00 
$35.84 
110.82%
19-Nov-20
YSG
Yatsen Holding
$10.50 
$14.95 
42.38%
19-Nov-20
OLMA
Olema Pharmaceuticals
$19.00 
$49.67 
161.42%
19-Nov-20
JYAC
Jiya Acquisition
$10.00 
$10.01 
0.10%
19-Nov-20
CHFW
Consonance-HFW Acquisition
$10.00 
$9.88 
-1.20%
18-Nov-20
PHIC
Population Health Investment
$10.00 
$9.85 
-1.50%
17-Nov-20
DGNS
Dragoneer Growth Opportunities II
$10.00 
$10.85 
8.50%
17-Nov-20
PIPP
Pine Island Acquisition
$10.00 
$10.18 
1.80%
17-Nov-20
OTRA
OTR Acquisition
$10.00 
$9.98 
-0.20%
17-Nov-20
ZNTE
Zanite Acquisition
$10.00 
$10.24 
2.40%
13-Nov-20
HAAC
Health Assurance Acquisition
$10.00 
$11.04 
10.40%
13-Nov-20
CFAC
CF Finance Acquisition III
$10.00 
$10.10 
1.00%
13-Nov-20
BWAC
Better World Acquisition
$10.00 
$9.97 
-0.30%
13-Nov-20
DMYI
dMY Technology Group III
$10.00 
$11.00 
10.00%
11-Nov-20
STIC
Northern Star Acquisition
$10.00 
$11.62 
16.20%
11-Nov-20
NOAC
Natural Order Acquisition
$10.00 
$10.23 
2.30%
10-Nov-20
TSIA
TS Innovation Acquisitions
$10.00 
$13.02 
30.20%
10-Nov-20
ADOC
Edoc Acquisition
$10.00 
$10.01 
0.10%
6-Nov-20
DBDR
Roman DBDR Tech Acquisition
$10.00 
$10.03 
0.30%
30-Oct-20
NBA
New Beginnings Acquisition
$10.00 
$10.00 
0.00%
30-Oct-20
LU
Lufax Holding
$13.50 
$14.95 
10.74%
30-Oct-20
CONX
CONX Corp.
$10.00 
$10.08 
0.80%
30-Oct-20
SQZ
SQZ Biotechnologies
$16.00 
$15.46 
-3.37%
30-Oct-20
JUPW
Jupiter Wellness
$7.50 
$5.58 
-25.60%
30-Oct-20
BHSE
Bull Horn Holdings
$10.00 
$9.99 
-0.10%
30-Oct-20
AVIR
Atea Pharmaceuticals
$24.00 
$77.41 
222.54%
29-Oct-20
ALGM
Allegro MicroSystems
$14.00 
$26.92 
92.29%
29-Oct-20
LESL
Leslie's
$17.00 
$23.05 
35.59%
29-Oct-20
GLTO
Galecto
$15.00 
$8.00 
-46.67%
29-Oct-20
DSAC
Duddell Street Acquisition
$10.00 
$9.95 
-0.50%
28-Oct-20
ROOT
"Root, Inc."
$27.00 
$11.29 
-58.19%
28-Oct-20
GATO
Gatos Silver
$7.00 
$15.63 
123.29%
28-Oct-20
BOAC
Bluescape Opportunities Acquisition
$10.00 
$9.98 
-0.20%
28-Oct-20
ACIC
Atlas Crest Investment
$10.00 
$10.44 
4.40%
28-Oct-20
AJAX
Ajax I
$10.00 
$10.45 
4.50%
28-Oct-20
BDSX
Biodesix
$18.00 
$23.73 
31.83%
28-Oct-20
ABST
Absolute Software
$11.00 
$15.05 
36.82%
28-Oct-20
MAX
MediaAlpha
$19.00 
$55.79 
193.63%
27-Oct-20
MACU
Mallard Acquisition
$10.00 
$9.89 
-1.10%
27-Oct-20
LUXA
Lux Health Tech Acquisition
$10.00 
$10.49 
4.90%
23-Oct-20
ATAC
Altimar Acquisition
$10.00 
$9.95 
-0.50%
23-Oct-20
FHTX
Foghorn Therapeutics
$16.00 
$12.12 
-24.25%
23-Oct-20
EUCR
Eucrates Biomedical Acquisition
$10.00 
$10.09 
0.90%
23-Oct-20
ACAC
Acies Acquisition
$10.00 
$10.07 
0.70%
22-Oct-20
MCFE
McAfee
$20.00 
$23.93 
19.65%
22-Oct-20
TEKK
Tekkorp Digital Acquisition
$10.00 
$10.08 
0.80%
22-Oct-20
ABCM
Abcam PLC
$17.50 
$21.24 
21.37%
22-Oct-20
GHLD
Guild Holdings Company
$15.00 
$14.75 
-1.67%
22-Oct-20
YSAC
Yellowstone Acquisition
$10.00 
$10.01 
0.10%
22-Oct-20
RICE
Rice Acquisition
$10.00 
$10.28 
2.80%
22-Oct-20
CTAC
Cerberus Telecom Acquisition
$10.00 
$9.99 
-0.10%
22-Oct-20
BLSA
BCLS Acquisition
$10.00 
$10.85 
8.50%
21-Oct-20
HIGA
H.I.G. Acquisition
$10.00 
$10.03 
0.30%
21-Oct-20
SRSA
Sarissa Capital Acquisition
$10.00 
$10.16 
1.60%
21-Oct-20
MSP
Datto
$27.00 
$26.72 
-1.04%
21-Oct-20
SPNV
Supernova Partners Acquisition
$10.00 
$10.67 
6.70%
21-Oct-20
XPOA
DPCM Capital
$10.00 
$10.10 
1.00%
21-Oct-20
YGMZ
MingZhu Logistics
$4.00 
$5.77 
44.25%
21-Oct-20
LFTR
Lefteris Acquisition
$10.00 
$10.08 
0.80%
20-Oct-20
DCRB
Decarbonization Plus Acquisition
$10.00 
$11.16 
11.60%
20-Oct-20
GWAC
Good Works Acquisition
$10.00 
$11.24 
12.40%
20-Oct-20
HLXA
Helix Acquisition
$10.00 
$10.51 
5.10%
20-Oct-20
HZON
Horizon Acquisition II
$10.00 
$10.84 
8.40%
16-Oct-20
BTWN
Bridgetown Holdings
$10.00 
$12.25 
22.50%
16-Oct-20
EAR
Eargo
$18.00 
$55.14 
206.33%
16-Oct-20
TARS
Tarsus Pharmaceuticals
$16.00 
$32.82 
105.13%
16-Oct-20
KRBP
Kiromic BioPharma
$12.00 
$10.07 
-16.08%
16-Oct-20
OPT
Opthea
$13.50 
$10.13 
-24.96%
16-Oct-20
PRAX
Praxis Precision Medicines
$19.00 
$42.51 
123.74%
16-Oct-20
TMPM
Turmeric Acquisition
$10.00 
$9.97 
-0.30%
16-Oct-20
ALGS
Aligos Therapeutics
$15.00 
$25.33 
68.87%
15-Oct-20
TMTS
Spartacus Acquisition
$10.00 
$9.91 
-0.90%
15-Oct-20
EBC
Eastern Bankshares
$10.00 
$19.34 
93.40%
15-Oct-20
ARRY
Array Technologies
$22.00 
$31.61 
43.68%
15-Oct-20
MNSO
Miniso Group
$20.00 
$24.00 
20.00%
15-Oct-20
MOTN
Motion Acquisition
$10.00 
$9.92 
-0.80%
14-Oct-20
FVAM
5:01 Acquisition
$10.00 
$10.10 
1.00%
14-Oct-20
CDAK
 Codiak BioSciences
$15.00 
$18.06 
20.40%
9-Oct-20
IPOD
Social Capital Hedosophia IV
$10.00 
$11.82 
18.20%
9-Oct-20
IPOE
Social Capital Hedosophia V
$10.00 
$19.15 
91.50%
9-Oct-20
IPOF
Social Capital Hedosophia VI
$10.00 
$11.63 
16.30%
9-Oct-20
INTZ
Intrusion
$8.00 
$25.70 
221.25%
9-Oct-20
SPRB
Spruce Biosciences
$15.00 
$19.42 
29.47%
9-Oct-20
STTK
Shattuck Labs
$17.00 
$37.77 
122.18%
9-Oct-20
KRON
Kronos Bio
$19.00 
$28.34 
49.16%
9-Oct-20
LCY
Landcadia Holdings III
$10.00 
$10.55 
5.50%
9-Oct-20
IH
iHuman
$12.00 
$15.10 
25.83%
8-Oct-20
PAIC
Petra Acquisition
$10.00 
$9.97 
-0.30%
8-Oct-20
FUBO
FuboTV
$10.00 
$32.05 
220.50%
8-Oct-20
AZYO
Aziyo Biologics
$17.00 
$13.92 
-18.12%
7-Oct-20
NGAC
NextGen Acquisition
$10.00 
$10.42 
4.20%
7-Oct-20
MAAC
Montes Archimedes Acquisition
$10.00 
$9.85 
-1.50%
7-Oct-20
EMPW
Empower
$10.00 
$10.10 
1.00%
7-Oct-20
SQFT
Presidio Property Trust
$5.00 
$3.71 
-25.80%
7-Oct-20
PACE
TPG Pace Tech Opportunities
$10.00 
$10.25 
2.50%
7-Oct-20
TPGY
TPG Pace Beneficial Finance
$10.00 
$19.54 
95.40%
6-Oct-20
FMAC
FirstMark Horizon Acquisition
$10.00 
$10.47 
4.70%
2-Oct-20
APSG
Apollo Strategic Growth Capital
$10.00 
$10.12 
1.20%
2-Oct-20
IMNM
Immunome
$12.00 
$30.29 
152.42%
2-Oct-20
AVAN
Avanti Acquisition
$10.00 
$10.00 
0.00%
2-Oct-20
ASAQ
Atlantic Street Acquisition
$10.00 
$9.86 
-1.40%
2-Oct-20
IACA
ION Acquisition Corp 1
$10.00 
$10.84 
8.40%
2-Oct-20
SEAH
Sports Entertainment Acquisition
$10.00 
$9.99 
-0.10%
2-Oct-20
ASO
Academy Sports and Outdoors
$13.00 
$25.16 
93.54%
2-Oct-20
ONCR
Oncorus
$15.00 
$16.38 
9.20%
2-Oct-20
CCCC
C4 Therapeutics
$19.00 
$43.73 
130.16%
2-Oct-20
VGAC
VG Acquisition
$10.00 
$10.50 
5.00%
2-Oct-20
VYGG
Vy Global Growth
$10.00 
$10.59 
5.90%
1-Oct-20
IMPX
AEA-Bridges Impact Corp
$10.00 
$9.91 
-0.90%
1-Oct-20
LXEH
Lixiang Education
$9.25 
$9.00 
-2.70%
1-Oct-20
THRY
Thryv Holdings
$10.17 
$19.00 
86.82%
1-Oct-20
AGC
Altimeter Growth Corp.
$10.00 
$12.85 
28.50%
1-Oct-20
AVO
Mission Produce
$12.00 
$20.51 
70.92%
1-Oct-20
IGAC
IG Acquisition
$10.00 
$9.95 
-0.50%
1-Oct-20
LUNG
Pulmonx
$19.00 
$59.85 
215.00%
1-Oct-20
RCHG
Recharge Acquisition
$10.00 
$9.93 
-0.70%
30-Sep-20
BQ
Boqii Holding
$10.00 
$6.09 
-39.10%
30-Sep-20
VSPR
Vesper Healthcare Acquisition
$10.00 
$11.22 
12.20%
30-Sep-20
PLTR
Palantir
$7.25 
$25.21 
247.72%
30-Sep-20
QELL
Qell Acquisition
$10.00 
$10.40 
4.00%
30-Sep-20
CD
Chindata Group
$13.50 
$18.85 
39.63%
30-Sep-20
ASAN
Asana
$21.00 
$33.03 
57.29%
30-Sep-20
YALA
Yalla Group
$7.50 
$28.20 
276.00%
30-Sep-20
CLII
Climate Change Crisis Real Impact I
$10.00 
$12.68 
26.80%
30-Sep-20
FGNA
FG New America Acquisition
$10.00 
$10.15 
1.50%
29-Sep-20
ORPH
Orphazyme
$11.00 
$12.70 
15.45%
25-Sep-20
AMST
Amesite
$5.00 
$5.26 
5.20%
25-Sep-20
FTIV
FinTech Acquisition IV
$10.00 
$11.14 
11.40%
25-Sep-20
VACQ
Vector Acquisition
$10.00 
$11.99 
19.90%
25-Sep-20
SYTA
Siyata Mobile
$7.25 
$9.22 
27.17%
25-Sep-20
PRLD
Prelude Therapeutics
$19.00 
$56.32 
196.42%
25-Sep-20
GLSI
Greenwich LifeSciences
$5.75 
$29.40 
411.30%
25-Sep-20
PMVP
PMV Pharmaceuticals
$18.00 
$39.95 
121.94%
25-Sep-20
GRAY
Graybug Vision
$16.00 
$7.82 
-51.13%
25-Sep-20
VIAO
VIA optronics AG
$15.00 
$13.20 
-12.00%
24-Sep-20
TSHA
Taysha Gene Therapies
$20.00 
$24.67 
23.35%
24-Sep-20
PDAC
Peridot Acquisition
$10.00 
$10.76 
7.60%
23-Sep-20
ACTC
ArcLight Clean Transition
$10.00 
$18.25 
82.50%
23-Sep-20
CRSR
Corsair Gaming
$17.00 
$34.25 
101.47%
23-Sep-20
VIH
VPC Impact Acquisition
$10.00 
$15.07 
50.70%
23-Sep-20
GDRX
GoodRx Holdings
$33.00 
$37.42 
13.39%
23-Sep-20
LSF
Laird Superfood
$22.00 
$36.37 
65.32%
23-Sep-20
ASPL
Aspirational Consumer Lifestyle Corp.
$10.00 
$10.37 
3.70%
23-Sep-20
BSY
Bentley Systems
$22.00 
$43.86 
99.36%
22-Sep-20
FCAC
Falcon Capital Acquisition
$10.00 
$10.21 
2.10%
22-Sep-20
PMVC
PMV Consumer Acquisition
$10.00 
$9.88 
-1.20%
18-Sep-20
CMPS
COMPASS Pathways
$17.00 
$42.76 
151.53%
18-Sep-20
AHAC
Alpha Healthcare Acquisition
$10.00 
$10.88 
8.80%
18-Sep-20
U
Unity Software
$52.00 
$108.98 
109.58%
18-Sep-20
VTRU
Vitru
$16.00 
$14.70 
-8.13%
18-Sep-20
ATHA
Athira Pharma
$17.00 
$20.66 
21.53%
18-Sep-20
NMMC
North Mountain Merger
$10.00 
$10.15 
1.50%
17-Sep-20
STWO
ACON S2 Acquisition
$10.00 
$9.98 
-0.20%
17-Sep-20
DYN
Dyne Therapeutics
$19.00 
$16.57 
-12.79%
17-Sep-20
AMWL
Amwell
$18.00 
$21.04 
16.89%
17-Sep-20
SUMO
Sumo Logic
$22.00 
$21.00 
-4.55%
17-Sep-20
OACB
Oaktree Acquisition II
$10.00 
$10.24 
2.40%
17-Sep-20
PTVE
Pactiv Evergreen
$14.00 
$16.82 
20.14%
17-Sep-20
RTP
Reinvent Technology Partners
$10.00 
$10.93 
9.30%
17-Sep-20
BNL
Broadstone Net Lease
$17.00 
$18.35 
7.94%
16-Sep-20
EQD
Equity Distribution Acquisition
$10.00 
$10.03 
0.30%
16-Sep-20
STEP
StepStone Group
$18.00 
$30.96 
72.00%
16-Sep-20
SNOW
Snowflake
$120.00 
$230.30 
91.92%
16-Sep-20
ENPC
Executive Network Partnering
$25.00 
$24.40 
-2.40%
16-Sep-20
MTCR
Metacrine
$13.00 
$8.04 
-38.15%
16-Sep-20
FROG
JFrog
$44.00 
$47.55 
8.07%
15-Sep-20
SBG
Sandbridge Acquisition
$10.00 
$9.97 
-0.30%
15-Sep-20
OM
Outset Medical
$27.00 
$48.78 
80.67%
15-Sep-20
SAII
Software Acquisition Group II
$10.00 
$10.68 
6.80%
11-Sep-20
SNPR
Tortoise Acquisition II
$10.00 
$10.91 
9.10%
11-Sep-20
TWCT
TWC Tech Holdings II
$10.00 
$10.00 
0.00%
11-Sep-20
LEAP
Ribbit LEAP
$10.00 
$12.74 
27.40%
11-Sep-20
LSPD
Lightspeed POS
$30.50 
$68.72 
125.31%
11-Sep-20
BSN
Broadstone Acquisition
$10.00 
$9.89 
-1.10%
10-Sep-20
SVAC
Starboard Value Acquisition
$10.00 
$10.10 
1.00%
10-Sep-20
PIAI
Prime Impact Acquisition I
$10.00 
$9.96 
-0.40%
10-Sep-20
NSH
NavSight Holdings
$10.00 
$10.30 
3.00%
9-Sep-20
CRHC
Cohn Robbins Holdings
$10.00 
$10.24 
2.40%
9-Sep-20
ITAC
Industrial Tech Acquisitions
$10.00 
$9.98 
-0.20%
4-Sep-20
TWND
Tailwind Acquisition
$10.00 
$10.20 
2.00%
4-Sep-20
CAPA
HighCape Capital Acquisition
$10.00 
$13.08 
30.80%
3-Sep-20
INAQ
INSU Acquisition II
$10.00 
$18.00 
80.00%
3-Sep-20
BCTG
BCTG Acquisition
$10.00 
$11.15 
11.50%
2-Sep-20
CMLF
CM Life Sciences
$10.00 
$16.65 
66.50%
1-Sep-20
PRFX
PainReform
$8.00 
$5.67 
-29.13%
31-Aug-20
AUVI
Applied UV
$5.00 
$9.29 
85.80%
28-Aug-20
HCDI
Harbor Custom Development
$6.00 
$3.50 
-41.67%
28-Aug-20
GP
GreenPower Motor
$20.00 
$27.41 
37.05%
27-Aug-20
XPEV
XPeng
$15.00 
$36.12 
140.80%
27-Aug-20
BTAQ
Burgundy Technology Acquisition
$10.00 
$10.06 
0.60%
27-Aug-20
CFII
CF Finance Acquisition II
$10.00 
$9.19 
-8.10%
26-Aug-20
FTOC
FTAC Olympus Acquisition
$10.00 
$11.59 
15.90%
21-Aug-20
CLA
Colonnade Acquisition
$10.00 
$12.00 
20.00%
21-Aug-20
FST
Fast Acquisition
$10.00 
$12.73 
27.30%
21-Aug-20
KYMR
Kymera Therapeutics
$20.00 
$57.43 
187.15%
21-Aug-20
HZAC
Horizon Acquisition
$10.00 
$10.16 
1.60%
21-Aug-20
NNOX
Nano-X Imaging
$18.00 
$48.79 
171.06%
19-Aug-20
HRMY
Harmony Biosciences
$24.00 
$30.77 
28.21%
19-Aug-20
INBX
Inhibrx
$17.00 
$23.55 
38.53%
19-Aug-20
BFT
Foley Trasimene Acquisition II
$10.00 
$16.00 
60.00%
18-Aug-20
STPK
Star Peak Energy Transition
$10.00 
$31.99 
219.90%
18-Aug-20
FIII
Forum Merger III
$10.00 
$10.26 
2.60%
18-Aug-20
AONE
One
$10.00 
$12.35 
23.50%
18-Aug-20
NGA
Northern Genesis Acquisition
$10.00 
$19.08 
90.80%
14-Aug-20
LCAP
Lionheart Acquisition II
$10.00 
$9.87 
-1.30%
14-Aug-20
CVAC
CureVac
$16.00 
$94.29 
489.31%
14-Aug-20
DGNR
Dragoneer Growth Opportunities
$10.00 
$11.07 
10.70%
14-Aug-20
DMYD
dMY Technology Group II
$10.00 
$16.79 
67.90%
14-Aug-20
DCT
Duck Creek Technologies
$27.00 
$46.64 
72.74%
13-Aug-20
NTST
NetSTREIT
$18.00 
$18.47 
2.61%
13-Aug-20
BEKE
KE Holdings
$20.00 
$67.00 
235.00%
13-Aug-20
RBAC
Redball Acquisition
$10.00 
$10.20 
2.00%
12-Aug-20
FAII
Fortress Value Acquisition II
$10.00 
$10.04 
0.40%
12-Aug-20
KBNT
Kubient
$5.00 
$7.90 
58.00%
12-Aug-20
FSDC
FS Development
$10.00 
$12.66 
26.60%
7-Aug-20
VMAC
Vistas Media Acquisition
$10.00 
$9.97 
-0.30%
7-Aug-20
ARYA
Arya Sciences Acquisition III
$10.00 
$13.74 
37.40%
7-Aug-20
CMPI
Checkmate Pharmaceuticals
$15.00 
$14.98 
-0.13%
7-Aug-20
FRLN
Freeline Therapeutics
$18.00 
$13.39 
-25.61%
7-Aug-20
IBEX
IBEX Holdings
$19.00 
$21.29 
12.05%
6-Aug-20
KSMT
Kismet Acquisition One
$10.00 
$9.90 
-1.00%
6-Aug-20
GRSV
Gores Holdings V
$10.00 
$10.07 
0.70%
6-Aug-20
AFIB
Acutus Medical
$18.00 
$19.06 
5.89%
6-Aug-20
RKT
Rocket Companies
$18.00 
$24.50 
36.11%
6-Aug-20
OSH
Oak Street Health
$21.00 
$57.35 
173.10%
5-Aug-20
RXT
Rackspace Technology
$21.00 
$23.64 
12.57%
5-Aug-20
BOWX
BowX Acquisition
$10.00 
$9.95 
-0.50%
5-Aug-20
BIGC
BigCommerce
$24.00 
$55.71 
132.13%
5-Aug-20
HOL
Holicity
$10.00 
$13.10 
31.00%
5-Aug-20
GOAC
GO Acquisition
$10.00 
$10.00 
0.00%
4-Aug-20
YAC
Yucaipa Acquisition
$10.00 
$9.96 
-0.40%
4-Aug-20
HSAQ
Health Sciences Acquisitions 2
$10.00 
$10.98 
9.80%
31-Jul-20
VITL
Vital Farms
$22.00 
$28.68 
30.36%
31-Jul-20
FTHM
Fathom Holdings
$10.00 
$42.94 
329.40%
31-Jul-20
ETAC
E.merge Technology Acquisition
$10.00 
$9.93 
-0.70%
31-Jul-20
NHIC
NewHold Investment Corp.
$10.00 
$10.50 
5.00%
31-Jul-20
VSTA
Vasta Platform
$19.00 
$12.08 
-36.42%
31-Jul-20
PRPB
CC Neuberger Principal Holdings II
$10.00 
$10.15 
1.50%
31-Jul-20
GOED
1847 Goedeker
$9.00 
$10.61 
17.89%
30-Jul-20
CCIV
Churchill Capital Corp. IV
$10.00 
$29.50 
195.00%
30-Jul-20
LI
Li Auto
$11.50 
$25.43 
121.13%
30-Jul-20
ALVR
AlloVir
$17.00 
$27.78 
63.41%
29-Jul-20
VERX
Vertex
$19.00 
$25.67 
35.11%
28-Jul-20
ACEV
ACE Convergence Acquisition
$10.00 
$10.49 
4.90%
24-Jul-20
ITOS
iTeos Therapeutics
$19.00 
$34.95 
83.95%
24-Jul-20
INZY
Inozyme Pharma
$16.00 
$22.14 
38.38%
24-Jul-20
ACND
Ascendant Digital Acquisition
$10.00 
$9.93 
-0.70%
24-Jul-20
ANNX
Annexon Biosciences
$17.00 
$31.54 
85.53%
24-Jul-20
GRCY
Greencity Acquisition
$10.00 
$10.06 
0.60%
24-Jul-20
NRIX
Nurix Therapeutics
$19.00 
$45.96 
141.89%
23-Jul-20
EDTK
